"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
EL CAMPO MEMORIAL HOSPITAL,450694,TX,READM-30-PN-HRRP,N/A,,0.9321,15.2724,16.3852,Too Few to Report,07/01/2021,06/30/2024
EL CAMPO MEMORIAL HOSPITAL,450694,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
EL CAMPO MEMORIAL HOSPITAL,450694,TX,READM-30-HF-HRRP,85,,1.0458,23.0919,22.0816,23,07/01/2021,06/30/2024
EL CAMPO MEMORIAL HOSPITAL,450694,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
EL CAMPO MEMORIAL HOSPITAL,450694,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
EL CAMPO MEMORIAL HOSPITAL,450694,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAMB HEALTHCARE CENTER,450698,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAMB HEALTHCARE CENTER,450698,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAMB HEALTHCARE CENTER,450698,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAMB HEALTHCARE CENTER,450698,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAMB HEALTHCARE CENTER,450698,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAMB HEALTHCARE CENTER,450698,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,READM-30-PN-HRRP,409,,1.0351,15.5793,15.0516,66,07/01/2021,06/30/2024
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9720,6.4080,6.5924,Too Few to Report,07/01/2021,06/30/2024
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,READM-30-HF-HRRP,347,,0.9784,18.6073,19.0184,63,07/01/2021,06/30/2024
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,READM-30-COPD-HRRP,169,,0.9592,15.9795,16.6585,24,07/01/2021,06/30/2024
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,READM-30-CABG-HRRP,N/A,,1.0895,13.0633,11.9898,Too Few to Report,07/01/2021,06/30/2024
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,READM-30-AMI-HRRP,158,,1.1642,15.8832,13.6434,33,07/01/2021,06/30/2024
HOUSTON METHODIST CLEAR LAKE HOSPITAL,450709,TX,READM-30-PN-HRRP,292,,1.0295,18.1448,17.6253,55,07/01/2021,06/30/2024
HOUSTON METHODIST CLEAR LAKE HOSPITAL,450709,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HOUSTON METHODIST CLEAR LAKE HOSPITAL,450709,TX,READM-30-HF-HRRP,312,,0.9789,21.6643,22.1304,66,07/01/2021,06/30/2024
HOUSTON METHODIST CLEAR LAKE HOSPITAL,450709,TX,READM-30-COPD-HRRP,82,,0.9502,19.4669,20.4876,12,07/01/2021,06/30/2024
HOUSTON METHODIST CLEAR LAKE HOSPITAL,450709,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HOUSTON METHODIST CLEAR LAKE HOSPITAL,450709,TX,READM-30-AMI-HRRP,100,,1.1061,17.5985,15.9110,23,07/01/2021,06/30/2024
RIO GRANDE REGIONAL HOSPITAL,450711,TX,READM-30-PN-HRRP,163,,1.0217,18.7255,18.3286,32,07/01/2021,06/30/2024
RIO GRANDE REGIONAL HOSPITAL,450711,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
RIO GRANDE REGIONAL HOSPITAL,450711,TX,READM-30-HF-HRRP,122,,0.9990,20.5525,20.5732,25,07/01/2021,06/30/2024
RIO GRANDE REGIONAL HOSPITAL,450711,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
RIO GRANDE REGIONAL HOSPITAL,450711,TX,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
RIO GRANDE REGIONAL HOSPITAL,450711,TX,READM-30-AMI-HRRP,N/A,,0.9970,17.7482,17.8021,Too Few to Report,07/01/2021,06/30/2024
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,READM-30-PN-HRRP,562,,1.0146,16.0193,15.7893,91,07/01/2021,06/30/2024
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0334,6.2247,6.0235,Too Few to Report,07/01/2021,06/30/2024
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,READM-30-HF-HRRP,552,,0.8972,16.9718,18.9165,86,07/01/2021,06/30/2024
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,READM-30-COPD-HRRP,92,,1.0493,16.8623,16.0701,19,07/01/2021,06/30/2024
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,READM-30-CABG-HRRP,N/A,,0.9395,10.2305,10.8889,Too Few to Report,07/01/2021,06/30/2024
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,READM-30-AMI-HRRP,204,,1.0547,12.4228,11.7783,28,07/01/2021,06/30/2024
ROUND ROCK MEDICAL CENTER,450718,TX,READM-30-PN-HRRP,388,,0.9687,15.2365,15.7291,57,07/01/2021,06/30/2024
ROUND ROCK MEDICAL CENTER,450718,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ROUND ROCK MEDICAL CENTER,450718,TX,READM-30-HF-HRRP,383,,0.9856,18.5477,18.8183,70,07/01/2021,06/30/2024
ROUND ROCK MEDICAL CENTER,450718,TX,READM-30-COPD-HRRP,N/A,,0.9784,17.3930,17.7764,Too Few to Report,07/01/2021,06/30/2024
ROUND ROCK MEDICAL CENTER,450718,TX,READM-30-CABG-HRRP,121,,1.0519,11.3099,10.7519,15,07/01/2021,06/30/2024
ROUND ROCK MEDICAL CENTER,450718,TX,READM-30-AMI-HRRP,208,,0.9056,11.0160,12.1640,18,07/01/2021,06/30/2024
METHODIST CHARLTON MEDICAL CENTER,450723,TX,READM-30-PN-HRRP,239,,1.0053,17.0043,16.9150,41,07/01/2021,06/30/2024
METHODIST CHARLTON MEDICAL CENTER,450723,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
METHODIST CHARLTON MEDICAL CENTER,450723,TX,READM-30-HF-HRRP,321,,1.0478,21.0498,20.0899,71,07/01/2021,06/30/2024
METHODIST CHARLTON MEDICAL CENTER,450723,TX,READM-30-COPD-HRRP,80,,1.0006,18.6913,18.6794,15,07/01/2021,06/30/2024
METHODIST CHARLTON MEDICAL CENTER,450723,TX,READM-30-CABG-HRRP,N/A,,0.9781,12.1038,12.3754,Too Few to Report,07/01/2021,06/30/2024
METHODIST CHARLTON MEDICAL CENTER,450723,TX,READM-30-AMI-HRRP,110,,0.9425,12.7274,13.5038,11,07/01/2021,06/30/2024
CARROLLTON REGIONAL MEDICAL CENTER,450730,TX,READM-30-PN-HRRP,114,,1.0015,14.8232,14.8007,17,07/01/2021,06/30/2024
CARROLLTON REGIONAL MEDICAL CENTER,450730,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9431,5.2254,5.5406,Too Few to Report,07/01/2021,06/30/2024
CARROLLTON REGIONAL MEDICAL CENTER,450730,TX,READM-30-HF-HRRP,56,,1.0167,19.3142,18.9976,12,07/01/2021,06/30/2024
CARROLLTON REGIONAL MEDICAL CENTER,450730,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CARROLLTON REGIONAL MEDICAL CENTER,450730,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CARROLLTON REGIONAL MEDICAL CENTER,450730,TX,READM-30-AMI-HRRP,N/A,,1.0472,12.0905,11.5452,Too Few to Report,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,TX,READM-30-PN-HRRP,298,,1.1036,15.9448,14.4482,54,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.8701,5.5723,6.4046,Too Few to Report,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,TX,READM-30-HF-HRRP,297,,1.1098,22.3074,20.1004,74,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,TX,READM-30-COPD-HRRP,135,,1.0382,19.3979,18.6833,29,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,TX,READM-30-AMI-HRRP,87,,0.9947,12.9557,13.0245,11,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,READM-30-PN-HRRP,517,,1.0335,15.8249,15.3122,84,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,READM-30-HF-HRRP,353,,0.8921,17.6089,19.7386,54,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,READM-30-COPD-HRRP,102,,0.9793,17.1721,17.5343,16,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,READM-30-CABG-HRRP,N/A,,1.0043,11.6718,11.6222,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,READM-30-AMI-HRRP,169,,0.9158,11.4866,12.5431,15,07/01/2021,06/30/2024
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,READM-30-PN-HRRP,149,,1.0197,14.5807,14.2997,23,07/01/2021,06/30/2024
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,READM-30-HF-HRRP,94,,1.0064,19.7199,19.5950,19,07/01/2021,06/30/2024
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,READM-30-COPD-HRRP,33,,1.0873,20.2546,18.6276,13,07/01/2021,06/30/2024
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
COVENANT HOSPITAL LEVELLAND,450755,TX,READM-30-PN-HRRP,N/A,,0.9522,11.8934,12.4905,Too Few to Report,07/01/2021,06/30/2024
COVENANT HOSPITAL LEVELLAND,450755,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
COVENANT HOSPITAL LEVELLAND,450755,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
COVENANT HOSPITAL LEVELLAND,450755,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
COVENANT HOSPITAL LEVELLAND,450755,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
COVENANT HOSPITAL LEVELLAND,450755,TX,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,READM-30-PN-HRRP,562,,1.0558,16.0783,15.2279,94,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.7574,4.6515,6.1417,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,READM-30-HF-HRRP,374,,1.0176,20.2460,19.8963,77,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,READM-30-COPD-HRRP,104,,0.9991,17.3689,17.3841,18,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,READM-30-CABG-HRRP,N/A,,0.9062,8.4720,9.3492,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,READM-30-AMI-HRRP,108,,1.1189,13.2905,11.8784,20,07/01/2021,06/30/2024
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0101,3.9356,3.8963,Too Few to Report,07/01/2021,06/30/2024
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HCA HOUSTON HEALTHCARE KINGWOOD,450775,TX,READM-30-PN-HRRP,827,,1.0191,17.8593,17.5249,149,07/01/2021,06/30/2024
HCA HOUSTON HEALTHCARE KINGWOOD,450775,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0446,6.1528,5.8902,Too Few to Report,07/01/2021,06/30/2024
HCA HOUSTON HEALTHCARE KINGWOOD,450775,TX,READM-30-HF-HRRP,675,,0.9997,19.7068,19.7125,133,07/01/2021,06/30/2024
HCA HOUSTON HEALTHCARE KINGWOOD,450775,TX,READM-30-COPD-HRRP,196,,0.9340,16.3487,17.5039,27,07/01/2021,06/30/2024
HCA HOUSTON HEALTHCARE KINGWOOD,450775,TX,READM-30-CABG-HRRP,N/A,,1.1299,13.3201,11.7884,Too Few to Report,07/01/2021,06/30/2024
HCA HOUSTON HEALTHCARE KINGWOOD,450775,TX,READM-30-AMI-HRRP,170,,1.1238,15.8506,14.1041,33,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,READM-30-PN-HRRP,450,,0.9440,13.7265,14.5403,58,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9783,5.6259,5.7504,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,READM-30-HF-HRRP,373,,0.9982,19.0701,19.1048,71,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,READM-30-COPD-HRRP,142,,0.9791,17.2859,17.6546,23,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,READM-30-AMI-HRRP,142,,1.0422,12.6255,12.1145,20,07/01/2021,06/30/2024
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,TX,READM-30-PN-HRRP,441,,0.9099,14.5755,16.0183,58,07/01/2021,06/30/2024
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,TX,READM-30-HF-HRRP,365,,0.9295,17.3081,18.6215,58,07/01/2021,06/30/2024
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,TX,READM-30-COPD-HRRP,97,,0.9626,15.2013,15.7923,12,07/01/2021,06/30/2024
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,TX,READM-30-CABG-HRRP,92,,1.2193,13.8395,11.3501,18,07/01/2021,06/30/2024
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,TX,READM-30-AMI-HRRP,166,,0.9970,12.7423,12.7810,21,07/01/2021,06/30/2024
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,READM-30-PN-HRRP,646,,1.0194,15.4375,15.1442,101,07/01/2021,06/30/2024
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.8637,3.7423,4.3330,Too Few to Report,07/01/2021,06/30/2024
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,READM-30-HF-HRRP,612,,0.9764,17.7606,18.1899,107,07/01/2021,06/30/2024
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,READM-30-COPD-HRRP,259,,0.9831,15.9135,16.1865,40,07/01/2021,06/30/2024
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,READM-30-CABG-HRRP,178,,1.0069,10.5750,10.5029,19,07/01/2021,06/30/2024
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,READM-30-AMI-HRRP,266,,1.1119,12.6740,11.3982,39,07/01/2021,06/30/2024
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,READM-30-HIP-KNEE-HRRP,1082,,0.5709,2.3313,4.0836,19,07/01/2021,06/30/2024
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTH AUSTIN MEDICAL CENTER,450809,TX,READM-30-PN-HRRP,532,,1.1080,16.5711,14.9565,95,07/01/2021,06/30/2024
NORTH AUSTIN MEDICAL CENTER,450809,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0815,5.2665,4.8694,Too Few to Report,07/01/2021,06/30/2024
NORTH AUSTIN MEDICAL CENTER,450809,TX,READM-30-HF-HRRP,307,,0.9873,18.2116,18.4455,55,07/01/2021,06/30/2024
NORTH AUSTIN MEDICAL CENTER,450809,TX,READM-30-COPD-HRRP,85,,0.9988,18.9318,18.9549,16,07/01/2021,06/30/2024
NORTH AUSTIN MEDICAL CENTER,450809,TX,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTH AUSTIN MEDICAL CENTER,450809,TX,READM-30-AMI-HRRP,114,,1.0459,12.9480,12.3802,17,07/01/2021,06/30/2024
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,TX,READM-30-PN-HRRP,970,,0.9941,17.8772,17.9831,173,07/01/2021,06/30/2024
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.2191,6.9162,5.6730,Too Few to Report,07/01/2021,06/30/2024
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,TX,READM-30-HF-HRRP,994,,1.0519,23.0554,21.9176,233,07/01/2021,06/30/2024
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,TX,READM-30-COPD-HRRP,157,,0.9984,18.5481,18.5781,29,07/01/2021,06/30/2024
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,TX,READM-30-CABG-HRRP,N/A,,0.9776,10.3892,10.6274,Too Few to Report,07/01/2021,06/30/2024
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,TX,READM-30-AMI-HRRP,161,,1.0876,16.5161,15.1861,31,07/01/2021,06/30/2024
MEDICAL CITY LAS COLINAS,450822,TX,READM-30-PN-HRRP,122,,1.0496,15.4275,14.6989,22,07/01/2021,06/30/2024
MEDICAL CITY LAS COLINAS,450822,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MEDICAL CITY LAS COLINAS,450822,TX,READM-30-HF-HRRP,73,,1.0008,17.7339,17.7204,13,07/01/2021,06/30/2024
MEDICAL CITY LAS COLINAS,450822,TX,READM-30-COPD-HRRP,N/A,,0.9944,15.7187,15.8064,Too Few to Report,07/01/2021,06/30/2024
MEDICAL CITY LAS COLINAS,450822,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MEDICAL CITY LAS COLINAS,450822,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CORNERSTONE REGIONAL HOSPITAL,450825,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CORNERSTONE REGIONAL HOSPITAL,450825,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CORNERSTONE REGIONAL HOSPITAL,450825,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CORNERSTONE REGIONAL HOSPITAL,450825,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CORNERSTONE REGIONAL HOSPITAL,450825,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CORNERSTONE REGIONAL HOSPITAL,450825,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
KELL WEST REGIONAL HOSPITAL,450827,TX,READM-30-PN-HRRP,N/A,,0.9501,11.8907,12.5146,Too Few to Report,07/01/2021,06/30/2024
KELL WEST REGIONAL HOSPITAL,450827,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
KELL WEST REGIONAL HOSPITAL,450827,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
KELL WEST REGIONAL HOSPITAL,450827,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
KELL WEST REGIONAL HOSPITAL,450827,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
KELL WEST REGIONAL HOSPITAL,450827,TX,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,READM-30-PN-HRRP,80,,1.0090,16.7491,16.5994,14,07/01/2021,06/30/2024
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,READM-30-HF-HRRP,N/A,,0.9359,19.7543,21.1066,Too Few to Report,07/01/2021,06/30/2024
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,READM-30-AMI-HRRP,N/A,,0.9838,15.8470,16.1076,Too Few to Report,07/01/2021,06/30/2024
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ENNIS REGIONAL MEDICAL CENTER,450833,TX,READM-30-PN-HRRP,N/A,,1.0316,13.8956,13.4705,Too Few to Report,07/01/2021,06/30/2024
ENNIS REGIONAL MEDICAL CENTER,450833,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
